Year,Semester,World_region,Country,Administrative_Division,Disease,Serotype_Subtype_Genotype,Animal_Category,Species,Outbreak_id,New_outbreaks,Susceptible,Cases,Killed_and_disposed_of,Slaughtered,Deaths,Vaccinated
2005,Jul-Dec 2005,Africa,Zimbabwe,Matabeleland North,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2,Both animal categories,-,-,2,-,-,-,-,-,-
2005,Jul-Dec 2005,Africa,Zimbabwe,Matabeleland North,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N2,Domestic,Birds,-,-,"16,000",-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Anhui,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Both animal categories,-,-,2,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Anhui,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Domestic,Birds,-,-,-,"1,350","294,036",-,"1,350",-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hubei,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Both animal categories,-,-,3,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hubei,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Domestic,Birds,-,-,-,"8,844","37,800",-,"6,662",-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hunan,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Both animal categories,-,-,2,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Hunan,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Domestic,Birds,-,-,-,"1,001","136,787",-,947,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Inner Mongolia,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Both animal categories,-,-,3,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Inner Mongolia,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Domestic,Birds,-,-,-,"3,022","91,100",-,"3,022",-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Jiangxi,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Both animal categories,-,-,1,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Jiangxi,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Domestic,Birds,-,-,-,"3,100","150,065",-,"1,640",-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Liaoning,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Both animal categories,-,-,4,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Liaoning,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Domestic,Birds,-,-,-,"125,010","19,958,500",-,"125,010",-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Ningxia,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Both animal categories,-,-,1,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Ningxia,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Domestic,Birds,-,-,-,294,"99,400",-,230,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Shanxi,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Both animal categories,-,-,1,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Shanxi,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Domestic,Birds,-,-,-,"8,103","67,800",-,"8,103",-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Tibet,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Both animal categories,-,-,1,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Tibet,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Domestic,Birds,-,-,-,133,"78,805",-,133,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Xinjiang,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Both animal categories,-,-,9,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Xinjiang,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Domestic,Birds,-,-,-,"6,784","1,137,600",-,"5,988",-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Yunnan,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Both animal categories,-,-,1,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,China (People's Rep. of),Yunnan,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Domestic,Birds,-,-,-,"2,500","53,000",-,"2,500",-
2005,Jul-Dec 2005,Asia,Kazakhstan,Pavlodarskaya,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5,Domestic,Birds,-,-,"2,800",400,"2,400",0,400,0
2005,Jul-Dec 2005,Asia,Kuwait,Kuwait,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Kuwait,Kuwait,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Wild,Wildlife (species unspecified),-,-,2,1,2,0,0,0
2005,Jul-Dec 2005,Asia,Mongolia,Bulgan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Mongolia,Bulgan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Wild,Wildlife (species unspecified),-,-,-,9,-,-,9,-
2005,Jul-Dec 2005,Asia,Mongolia,Khuvsgul,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Mongolia,Khuvsgul,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Wild,Wildlife (species unspecified),-,-,-,80,-,-,80,-
2005,Jul-Dec 2005,Asia,Thailand,Ang Thong,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Thailand,Ang Thong,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,206,204,2,0,204,-
2005,Jul-Dec 2005,Asia,Thailand,Chainat,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Thailand,Chainat,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"1,742",0,"1,742",0,0,-
2005,Jul-Dec 2005,Asia,Thailand,Kalasin,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Thailand,Kalasin,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,18,7,11,0,7,-
2005,Jul-Dec 2005,Asia,Thailand,Kamphaeng Phet,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,25,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Thailand,Kamphaeng Phet,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"22,005","3,040","19,485",0,"2,513",-
2005,Jul-Dec 2005,Asia,Thailand,Kanchanaburi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,6,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Thailand,Kanchanaburi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,334,146,188,0,146,-
2005,Jul-Dec 2005,Asia,Thailand,Nakhon Pathom,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,4,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Thailand,Nakhon Pathom,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"83,210","25,965","57,245",0,"25,965",-
2005,Jul-Dec 2005,Asia,Thailand,Nonthaburi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,3,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Thailand,Nonthaburi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,528,161,367,0,161,-
2005,Jul-Dec 2005,Asia,Thailand,Phra Nakhon Si Ayutthaya,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Thailand,Phra Nakhon Si Ayutthaya,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,200,40,160,0,40,-
2005,Jul-Dec 2005,Asia,Thailand,Samut Prakan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Thailand,Samut Prakan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,45,13,32,0,13,-
2005,Jul-Dec 2005,Asia,Thailand,Saraburi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,5,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Thailand,Saraburi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,213,122,106,0,107,-
2005,Jul-Dec 2005,Asia,Thailand,Suphan Buri,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,25,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Thailand,Suphan Buri,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"309,947","25,135","282,830",0,"25,128",-
2005,Jul-Dec 2005,Asia,Turkey,Balikesir,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Both animal categories,-,-,1,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Turkey,Balikesir,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Domestic,Birds,-,-,"1,800","1,800","10,147",0,"1,700",0
2005,Jul-Dec 2005,Asia,Turkey,Igdir (2005-2009),High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Both animal categories,-,-,1,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Turkey,Igdir (2005-2009),High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Domestic,Birds,-,-,"2,386","1,214","1,172",0,"1,214",0
2005,Jul-Dec 2005,Asia,Vietnam,Vietnam,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,388,-,-,-,-,-,-
2005,Jul-Dec 2005,Asia,Vietnam,Vietnam,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"993,000","92,367","732,685",0,"92,367","92,000,000"
2005,Jul-Dec 2005,Europe,Croatia,Osijecko-Baranjska,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Both animal categories,-,-,1,-,-,-,-,-,-
2005,Jul-Dec 2005,Europe,Croatia,Osijecko-Baranjska,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Wild,Wildlife (species unspecified),-,-,1,1,0,0,1,0
2005,Jul-Dec 2005,Europe,Croatia,Viroviticko-Podravska,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Both animal categories,-,-,2,-,-,-,-,-,-
2005,Jul-Dec 2005,Europe,Croatia,Viroviticko-Podravska,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Wild,Wildlife (species unspecified),-,-,3,3,2,0,1,0
2005,Jul-Dec 2005,Europe,Russia,Altayskiy Kray,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,17,-,-,-,-,-,-
2005,Jul-Dec 2005,Europe,Russia,Altayskiy Kray,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"236,884","2,444","10,275",0,"2,444",-
2005,Jul-Dec 2005,Europe,Russia,Chelyabinskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,7,-,-,-,-,-,-
2005,Jul-Dec 2005,Europe,Russia,Chelyabinskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"45,165",960,"1,695",0,960,-
2005,Jul-Dec 2005,Europe,Russia,Kurganskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,11,-,-,-,-,-,-
2005,Jul-Dec 2005,Europe,Russia,Kurganskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"484,579","13,505","454,027",0,"13,505",-
2005,Jul-Dec 2005,Europe,Russia,Kurganskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Wild,Wildlife (species unspecified),-,-,"15,220",744,0,0,744,-
2005,Jul-Dec 2005,Europe,Russia,Novosibirskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,64,-,-,-,-,-,-
2005,Jul-Dec 2005,Europe,Russia,Novosibirskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"475,679","3,838","88,275",0,"3,838",-
2005,Jul-Dec 2005,Europe,Russia,Omskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,8,-,-,-,-,-,-
2005,Jul-Dec 2005,Europe,Russia,Omskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"178,330","1,289","8,313",0,"1,289",-
2005,Jul-Dec 2005,Europe,Russia,Tambovskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2005,Jul-Dec 2005,Europe,Russia,Tambovskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,152,26,126,0,26,-
2005,Jul-Dec 2005,Europe,Russia,Tyumenskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,8,-,-,-,-,-,-
2005,Jul-Dec 2005,Europe,Russia,Tyumenskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"47,306",428,"28,958",0,428,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Xinjiang,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Both animal categories,-,-,2,-,-,-,-,-,-
2005,Jan-Jun 2005,Asia,China (People's Rep. of),Xinjiang,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Domestic,Birds,-,-,-,"1,170","14,947",-,523,-
2005,Jan-Jun 2005,Asia,Hong Kong,Hong Kong,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2005,Jan-Jun 2005,Asia,Hong Kong,Hong Kong,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Wild,Wildlife (species unspecified),-,-,-,1,-,-,1,-
2005,Jan-Jun 2005,Asia,Korea (Dem People's Rep. of),P'Yongyang-Si,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N7,Domestic,Birds,10801,1,"151,968","19,000","150,068",0,"1,900",-
2005,Jan-Jun 2005,Asia,Korea (Dem People's Rep. of),P'Yongyang-Si,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N7,Domestic,Birds,10802,1,"51,820","1,036","50,784",0,"1,036",-
2005,Jan-Jun 2005,Asia,Korea (Dem People's Rep. of),P'Yongyang-Si,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N7,Domestic,Birds,10803,1,"15,000",300,"14,700",0,300,-
2005,Jan-Jun 2005,Asia,Thailand,Kamphaeng Phet,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2005,Jan-Jun 2005,Asia,Thailand,Kamphaeng Phet,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,22,10,12,-,10,-
2005,Jan-Jun 2005,Asia,Thailand,Lop Buri,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2005,Jan-Jun 2005,Asia,Thailand,Lop Buri,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,50,9,41,-,9,-
2005,Jan-Jun 2005,Asia,Thailand,Nakhon Pathom,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2005,Jan-Jun 2005,Asia,Thailand,Nakhon Ratchasima,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2005,Jan-Jun 2005,Asia,Thailand,Nakhon Sawan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,4,-,-,-,-,-,-
2005,Jan-Jun 2005,Asia,Thailand,Nakhon Sawan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,76,20,56,-,20,-
2005,Jan-Jun 2005,Asia,Thailand,Nong Khai (2005-2016),High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2005,Jan-Jun 2005,Asia,Thailand,Nong Khai (2005-2016),High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,297,224,73,-,224,-
2005,Jan-Jun 2005,Asia,Thailand,Nonthaburi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2005,Jan-Jun 2005,Asia,Thailand,Nonthaburi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,20,2,18,-,2,-
2005,Jan-Jun 2005,Asia,Thailand,Phichit,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2005,Jan-Jun 2005,Asia,Thailand,Phichit,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,88,29,59,-,29,-
2005,Jan-Jun 2005,Asia,Thailand,Phitsanulok,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,25,-,-,-,-,-,-
2005,Jan-Jun 2005,Asia,Thailand,Phitsanulok,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"29,091",979,"28,112",-,979,-
2005,Jan-Jun 2005,Asia,Thailand,Rayong,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2005,Jan-Jun 2005,Asia,Thailand,Rayong,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,70,33,37,-,33,-
2005,Jan-Jun 2005,Asia,Thailand,Sukhothai,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2005,Jan-Jun 2005,Asia,Thailand,Sukhothai,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,50,21,29,-,21,-
2005,Jan-Jun 2005,Asia,Thailand,Suphan Buri,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,7,-,-,-,-,-,-
2005,Jan-Jun 2005,Asia,Thailand,Suphan Buri,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"26,236","2,929","23,307",-,"2,929",-
2005,Jan-Jun 2005,Asia,Thailand,Uttaradit,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,11,-,-,-,-,-,-
2005,Jan-Jun 2005,Asia,Thailand,Uttaradit,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,336,58,278,-,58,-
2005,Jan-Jun 2005,Asia,Vietnam,Vietnam,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,680,-,-,-,-,-,-
2005,Jan-Jun 2005,Asia,Vietnam,Vietnam,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"2,457,780","419,634","1,605,497",0,"419,634",0
2006,Jan-Jun 2006,Africa,Burkina Faso,Houet,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Burkina Faso,Houet,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"7,320",5,"7,315",0,5,0
2006,Jan-Jun 2006,Africa,Burkina Faso,Kadiogo,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Burkina Faso,Kadiogo,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"7,720",13,"7,707",0,13,0
2006,Jan-Jun 2006,Africa,Burkina Faso,Sanguie,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Burkina Faso,Sanguie,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,524,2,522,0,2,0
2006,Jan-Jun 2006,Africa,Cameroon,Extreme-Nord,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Cameroon,Extreme-Nord,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,58,50,8,0,50,0
2006,Jan-Jun 2006,Africa,Cote D'Ivoire,Abidjan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,4,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Cote D'Ivoire,Abidjan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"2,188","1,817",5,"1,100",713,"114,803"
2006,Jan-Jun 2006,Africa,Cote D'Ivoire,Abidjan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Wild,Wildlife (species unspecified),-,-,1,1,0,0,1,-
2006,Jan-Jun 2006,Africa,Cote D'Ivoire,San-Pedro,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Cote D'Ivoire,San-Pedro,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,"1,000",5,-,-,5,-
2006,Jan-Jun 2006,Africa,Djibouti,Djibouti,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Djibouti,Djibouti,High pathogenicity avian influenza viruses (poultry) (Inf. with),-,Domestic,Birds,-,-,22,4,18,0,4,0
2006,Jan-Jun 2006,Africa,Egypt,Ad Daqahliyah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,57,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Egypt,Al Buhayrah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,25,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Egypt,Al Fayyum,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,26,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Egypt,Al Gharbiyah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,52,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Egypt,Al Iskandariyah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,8,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Egypt,Al Isma'Iliyah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,6,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Egypt,Al Jizah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,144,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Egypt,Al Minufiyah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,38,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Egypt,Al Minya,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,42,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Egypt,Al Qahirah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,24,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Egypt,Al Qalyubiyah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,184,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Egypt,Ash Sharqiyah,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,274,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Egypt,Aswan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Egypt,Asyut,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,3,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Egypt,Bani Suwayf,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,9,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Egypt,Dumyat,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,15,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Egypt,Kafr Ash Shaykh,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,24,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Egypt,Luxor,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Egypt,Qina,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,2,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Egypt,Suhaj,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,25,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Niger,Maradi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Niger,Maradi,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,500,"1,300",-,500,0
2006,Jan-Jun 2006,Africa,Niger,Zinder,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Niger,Zinder,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,-,400,"15,000",-,400,0
2006,Jan-Jun 2006,Africa,Nigeria,Anambra,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Both animal categories,-,-,1,-,-,-,-,-,-
2006,Jan-Jun 2006,Africa,Nigeria,Anambra,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Domestic,Birds,-,-,500,-,-,-,353,-
