Year,Semester,World_region,Country,Administrative_Division,Disease,Serotype_Subtype_Genotype,Animal_Category,Species,Outbreak_id,New_outbreaks,Susceptible,Cases,Killed_and_disposed_of,Slaughtered,Deaths,Vaccinated
2017,Jan-Jun 2017,Europe,Poland,Lubuskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Wild,Anatidae (unidentified),-,-,-,3,0,0,3,-
2017,Jan-Jun 2017,Europe,Poland,Lubuskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Wild,Mute Swan,-,-,-,8,0,0,8,-
2017,Jan-Jun 2017,Europe,Poland,Malopolske,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,5,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Poland,Malopolske,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,"1,157",460,697,0,460,-
2017,Jan-Jun 2017,Europe,Poland,Malopolske,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Both animal categories,-,-,5,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Poland,Malopolske,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Wild,Mute Swan,-,-,-,11,0,0,11,-
2017,Jan-Jun 2017,Europe,Poland,Mazowieckie,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,2,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Poland,Mazowieckie,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,78,24,42,0,24,-
2017,Jan-Jun 2017,Europe,Poland,Mazowieckie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Both animal categories,-,-,6,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Poland,Mazowieckie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Wild,Mallard,-,-,-,1,0,0,1,-
2017,Jan-Jun 2017,Europe,Poland,Mazowieckie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Wild,Mute Swan,-,-,-,6,0,0,6,-
2017,Jan-Jun 2017,Europe,Poland,Mazowieckie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Wild,Whooper Swan,-,-,-,1,0,0,1,-
2017,Jan-Jun 2017,Europe,Poland,Opolskie,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,2,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Poland,Opolskie,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,262,152,110,0,152,-
2017,Jan-Jun 2017,Europe,Poland,Opolskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Both animal categories,-,-,3,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Poland,Opolskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Wild,Mute Swan,-,-,-,21,0,0,21,-
2017,Jan-Jun 2017,Europe,Poland,Podkarpackie,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,2,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Poland,Podkarpackie,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,145,49,101,0,44,-
2017,Jan-Jun 2017,Europe,Poland,Podlaskie,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Poland,Podlaskie,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,"81,000","7,000","74,000",0,"7,000",-
2017,Jan-Jun 2017,Europe,Poland,Pomorskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Both animal categories,-,-,4,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Poland,Pomorskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Wild,Herring Gull,-,-,-,1,0,0,1,-
2017,Jan-Jun 2017,Europe,Poland,Pomorskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Wild,Mute Swan,-,-,-,10,0,0,10,-
2017,Jan-Jun 2017,Europe,Poland,Slaskie,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,2,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Poland,Slaskie,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,178,102,76,0,102,-
2017,Jan-Jun 2017,Europe,Poland,Warminsko-Mazurskie,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,2,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Poland,Warminsko-Mazurskie,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,"18,389","3,445","14,944",0,"3,445",-
2017,Jan-Jun 2017,Europe,Poland,Wielkopolskie,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,14,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Poland,Wielkopolskie,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,"301,926","9,272","292,654",0,"9,272",-
2017,Jan-Jun 2017,Europe,Poland,Wielkopolskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Both animal categories,-,-,8,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Poland,Wielkopolskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Wild,Anatidae (unidentified),-,-,-,4,0,0,4,-
2017,Jan-Jun 2017,Europe,Poland,Wielkopolskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Wild,Mute Swan,-,-,-,15,0,0,15,-
2017,Jan-Jun 2017,Europe,Poland,Zachodnio-Pomorskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Both animal categories,-,-,3,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Poland,Zachodnio-Pomorskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Wild,Mallard,-,-,-,1,0,0,1,-
2017,Jan-Jun 2017,Europe,Poland,Zachodnio-Pomorskie,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),-,Wild,Mute Swan,-,-,-,7,0,0,7,-
2017,Jan-Jun 2017,Europe,Portugal,Dsvr Do Algarve,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Portugal,Dsvr Do Algarve,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Grey Heron,-,-,-,1,-,-,1,-
2017,Jan-Jun 2017,Europe,Romania,Arad,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Arad,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Great Cormorant,-,-,-,1,0,0,1,-
2017,Jan-Jun 2017,Europe,Romania,Arges,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Arges,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,22,15,7,0,15,-
2017,Jan-Jun 2017,Europe,Romania,Bacau,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Bacau,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,103,28,75,0,28,-
2017,Jan-Jun 2017,Europe,Romania,Bacau,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Both animal categories,-,-,5,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Bacau,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Little Egret,-,-,-,1,0,0,1,-
2017,Jan-Jun 2017,Europe,Romania,Bacau,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Whooper Swan,-,-,-,11,0,0,11,-
2017,Jan-Jun 2017,Europe,Romania,Brasov,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Brasov,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,67,8,59,0,8,-
2017,Jan-Jun 2017,Europe,Romania,Bucuresti,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Bucuresti,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,8,1,7,0,1,-
2017,Jan-Jun 2017,Europe,Romania,Bucuresti,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Both animal categories,-,-,9,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Bucuresti,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Herring Gull,-,-,5,5,0,0,5,-
2017,Jan-Jun 2017,Europe,Romania,Bucuresti,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Laridae (unidentified),-,-,-,8,0,0,8,-
2017,Jan-Jun 2017,Europe,Romania,Bucuresti,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Mallard,-,-,-,3,0,0,3,-
2017,Jan-Jun 2017,Europe,Romania,Constanta,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,5,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Constanta,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,248,142,106,0,142,-
2017,Jan-Jun 2017,Europe,Romania,Constanta,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Both animal categories,-,-,22,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Constanta,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Great black-backed Gull,-,-,-,1,0,0,1,-
2017,Jan-Jun 2017,Europe,Romania,Constanta,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Great White Pelican,-,-,-,1,0,0,1,-
2017,Jan-Jun 2017,Europe,Romania,Constanta,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Whooper Swan,-,-,-,39,0,0,39,-
2017,Jan-Jun 2017,Europe,Romania,Galati,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Both animal categories,-,-,6,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Galati,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Common Teal,-,-,-,5,0,0,5,-
2017,Jan-Jun 2017,Europe,Romania,Galati,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Mute Swan,-,-,-,4,0,0,4,-
2017,Jan-Jun 2017,Europe,Romania,Galati,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Whooper Swan,-,-,-,10,0,0,10,-
2017,Jan-Jun 2017,Europe,Romania,Giurgiu,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Giurgiu,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,39,8,31,0,8,-
2017,Jan-Jun 2017,Europe,Romania,Giurgiu,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N9,Both animal categories,-,-,2,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Giurgiu,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N9,Wild,Mute Swan,-,-,-,2,0,0,2,-
2017,Jan-Jun 2017,Europe,Romania,Giurgiu,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N9,Wild,Whooper Swan,-,-,-,1,0,0,1,-
2017,Jan-Jun 2017,Europe,Romania,Ialomita,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Both animal categories,-,-,3,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Ialomita,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Mute Swan,-,-,-,2,0,0,2,-
2017,Jan-Jun 2017,Europe,Romania,Ialomita,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Whooper Swan,-,-,-,1,0,0,1,-
2017,Jan-Jun 2017,Europe,Romania,Ilfov,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Ilfov,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Fieldfare,-,-,-,1,0,0,1,-
2017,Jan-Jun 2017,Europe,Romania,Mehedinti,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Mehedinti,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Tundra Swan,-,-,-,1,0,0,1,-
2017,Jan-Jun 2017,Europe,Romania,Mures,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Mures,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Black Swan,-,-,26,5,21,0,5,-
2017,Jan-Jun 2017,Europe,Romania,Neamt,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Both animal categories,-,-,32,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Neamt,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Common Coot,-,-,-,1,0,0,1,-
2017,Jan-Jun 2017,Europe,Romania,Neamt,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Mallard,-,-,-,1,0,0,1,-
2017,Jan-Jun 2017,Europe,Romania,Neamt,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Whooper Swan,-,-,-,53,0,0,53,-
2017,Jan-Jun 2017,Europe,Romania,Prahova,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,2,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Prahova,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,310,64,246,0,64,-
2017,Jan-Jun 2017,Europe,Romania,Teleorman,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,27,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Teleorman,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,928,517,477,0,448,-
2017,Jan-Jun 2017,Europe,Romania,Teleorman,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Teleorman,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Great White Pelican,-,-,-,2,0,0,2,-
2017,Jan-Jun 2017,Europe,Romania,Tulcea,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,4,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Romania,Tulcea,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,264,185,79,0,185,-
2017,Jan-Jun 2017,Europe,Russia,Chechenskaya Respublika,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Russia,Chechenskaya Respublika,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,80,79,1,0,79,-
2017,Jan-Jun 2017,Europe,Russia,Kaliningradskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Russia,Kaliningradskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Mute Swan,-,-,-,3,0,0,3,-
2017,Jan-Jun 2017,Europe,Russia,Krasnodarskiy Kray,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Both animal categories,-,-,2,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Russia,Krasnodarskiy Kray,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Mute Swan,-,-,-,229,0,0,229,-
2017,Jan-Jun 2017,Europe,Russia,Moskovskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,10,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Russia,Moskovskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,"445,966","16,971","429,031",0,"16,935",-
2017,Jan-Jun 2017,Europe,Russia,Nizhegorodskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Russia,Nizhegorodskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,"1,856",170,"1,734",0,122,-
2017,Jan-Jun 2017,Europe,Russia,Respublika Mariy-El,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,2,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Russia,Respublika Mariy-El,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,70,60,10,0,60,-
2017,Jan-Jun 2017,Europe,Russia,Respublika Tatarstan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,7,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Russia,Respublika Tatarstan,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,"529,653","131,101","428,609",0,"101,044",-
2017,Jan-Jun 2017,Europe,Russia,Rostovskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,4,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Russia,Rostovskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,"747,148","72,282","674,926",0,"72,222",-
2017,Jan-Jun 2017,Europe,Russia,Samarskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Russia,Samarskaya Oblast,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,70,24,58,0,12,-
2017,Jan-Jun 2017,Europe,Russia,Udmurtskaya Respublika,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Russia,Udmurtskaya Respublika,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Domestic,Birds,-,-,144,30,96,0,16,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Both animal categories,-,-,1,-,-,-,-,-,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Domestic,Birds,-,-,78,31,59,0,19,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Alexandrine Parakeet,-,-,2,0,2,0,0,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Brent Goose,-,-,1,0,1,0,0,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Budgerigar,-,-,8,1,7,0,1,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Cockatiel,-,-,4,0,4,0,0,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Common Kestrel,-,-,2,2,2,0,0,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Common pheasant,-,-,4,4,4,0,0,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Emu,-,-,1,0,1,0,0,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Eurasian buzzard (common buzzard),-,-,2,2,1,0,1,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Eurasian Eagle-Owl,-,-,2,2,1,0,1,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Eurasian Griffon,-,-,1,1,1,0,0,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Eurasian Hobby,-,-,2,2,0,0,2,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Grey Parrot,-,-,2,1,1,0,1,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Hooded Crow,-,-,1,0,1,0,0,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Imperial Eagle,-,-,1,1,1,0,0,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Indian Peafowl,-,-,1,1,1,0,0,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Lesser Spotted Eagle,-,-,1,1,1,0,0,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Little Owl,-,-,3,3,2,0,1,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Long-eared Owl,-,-,2,2,1,0,1,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Lord Derby's Parakeet,-,-,2,0,2,0,0,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Mandarin Duck,-,-,2,0,2,0,0,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Mute Swan,-,-,8,8,6,0,2,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Northern Goshawk,-,-,1,1,1,0,0,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Reeves's Pheasant,-,-,2,0,2,0,0,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Rose-ringed Parakeet,-,-,4,0,4,0,0,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Rosy-faced Lovebird,-,-,6,0,6,0,0,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Scarlet macaw,-,-,2,0,2,0,0,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Short-eared Owl,-,-,2,2,1,0,1,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Solomons Cockatoo,-,-,4,0,4,0,0,-
2017,Jan-Jun 2017,Europe,Russia,Voronezhskaya Oblast,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N8,Wild,Steppe Eagle,-,-,2,2,2,0,0,-
